fold,split_role,target,representation,HONOR/BVL-AN00_valid_n,HONOR/BVL-AN00_mean,HONOR/BVL-AN00_median,HONOR/BVL-AN00_std,Xiaomi/M2006J10C_valid_n,Xiaomi/M2006J10C_mean,Xiaomi/M2006J10C_median,Xiaomi/M2006J10C_std,mean_difference_honor_minus_xiaomi,median_difference_honor_minus_xiaomi,pooled_std,standardized_mean_difference
1,train,forehead_minus_cheek_log2_y,calibrated,209,-0.0075649855999331004,-0.018524597389930599,0.2296920012123054,180,-0.0068761291790802002,-0.013296342425837999,0.3960769936893308,-0.00068885642085290001,-0.0052282549640925999,0.31767375847203227,-0.0021684397986355001
1,train,forehead_minus_cheek_log2_rg,raw,209,-0.020055880108616898,-0.0157194106690965,0.099545924890684395,180,-0.088003113797938806,-0.082255888789569298,0.1243800513437878,0.067947233689321804,0.066536478120472795,0.1117207951144141,0.60818788140324775
1,train,forehead_minus_cheek_log2_rg,calibrated,209,-0.051175727402035603,-0.052431131995114899,0.096726559573569695,180,-0.051869513329469402,-0.049905750494417297,0.12412339296293,0.00069378592743380004,-0.0025253815006975999,0.11024799470055641,0.0062929573396616001
1,train,forehead_minus_cheek_log2_bg,raw,209,-0.1119581867912557,-0.0997520543830763,0.1174925889507337,180,-0.17989108873025439,-0.1845236659637142,0.1007496684933708,0.067932901938998605,0.084771611580637896,0.11006547839648941,0.61720443983610984
1,train,forehead_minus_cheek_log2_bg,calibrated,209,-0.1430711722389609,-0.13118572225713679,0.11617316142833339,180,-0.1437654556270857,-0.1486129361991663,0.099830093328299105,0.00069428338812479995,0.017427213942029399,0.1089192008247797,0.0063742974871966
1,val,cheek_mean_log2_y,raw,55,-1.7674238632080459,-1.7625951670068418,0.2200850480819479,45,-2.2472357407883377,-2.2500877543000994,0.43927875647864451,0.4798118775802917,0.48749258729325762,0.33664184129350633,1.4252888937889343
1,val,cheek_mean_log2_y,calibrated,55,-2.0503900269219986,-2.0331816851510838,0.20285855210342479,45,-1.9375505096513213,-1.9108461056632984,0.4358434669182899,-0.1128395172706773,-0.1223355794877847,0.32857772033659982,-0.34341804171957502
1,val,cheek_mean_log2_rg,raw,55,0.94223362319633441,0.96195877679621755,0.1056693263162946,45,1.0134693533146253,1.0246889657757281,0.16606441982117259,-0.071235730118290805,-0.062730188979510507,0.13614104254702161,-0.52324948293007845
1,val,cheek_mean_log2_rg,calibrated,55,1.0018461870776163,1.0192368857617349,0.1068956495340915,45,0.9507152376832152,0.95507548279949195,0.16340322520932021,0.051130949394400903,0.064161402962242695,0.13521969011954671,0.37813242545665121
1,val,cheek_mean_log2_bg,raw,55,-0.62992694546472838,-0.61093382613495162,0.13494007371388661,45,-0.5575990280076023,-0.55863778013427834,0.1160715812298842,-0.072327917457126106,-0.052296046000673203,0.12681624965553631,-0.57033635400499805
1,val,cheek_mean_log2_bg,calibrated,55,-0.61255554195292372,-0.59658730369193436,0.1300987701866004,45,-0.57811563973884628,-0.57749270418266707,0.1168778423188394,-0.034439902214077299,-0.019094599509267202,0.12433686063059619,-0.27698867447198922
1,val,forehead_minus_cheek_log2_y,raw,54,-0.013523712461224,0.043431511657083199,0.29087328873957408,43,-0.0154745560540992,0.10589138890986401,0.42032540733808371,0.0019508435928751,-0.062459877252780703,0.35399182467039508,0.0055109848785111996
1,val,forehead_minus_cheek_log2_y,calibrated,54,0.022088817820481801,0.066156295845067103,0.29891689822765982,43,-0.044655824140836402,0.057555929428495002,0.41639103999066929,0.066744641961318199,0.0086003664165720996,0.35567049301565418,0.1876586426818955
1,val,forehead_minus_cheek_log2_rg,raw,54,-0.038588483367547798,-0.042655395588585901,0.1099167868585899,43,-0.097701337843075595,-0.091801483512014004,0.1196922450795065,0.059112854475527797,0.049146087923427999,0.1143416814048801,0.51698430309251076
