case_id,patch_id,shape,dtype,finite,min,max,hwc_to_chw_shape,range_ok,full_slice_equal,pass
200732328,P03,"(256, 256, 3)",float32,True,0.0,1.0,"(3, 256, 256)",True,True,True
200732328,P04,"(256, 256, 3)",float32,True,0.0,1.0,"(3, 256, 256)",True,True,True
200732328,P05,"(256, 256, 3)",float32,True,0.0,0.6166057586669922,"(3, 256, 256)",True,True,True
200732328,P06,"(256, 256, 3)",float32,True,0.0,1.0,"(3, 256, 256)",True,True,True
200732328,P07,"(256, 256, 3)",float32,True,0.0,1.0,"(3, 256, 256)",True,True,True
200732328,P08,"(256, 256, 3)",float32,True,0.0,1.0,"(3, 256, 256)",True,True,True
200732328,P09,"(256, 256, 3)",float32,True,0.0,0.5882090926170349,"(3, 256, 256)",True,True,True
200732328,P10,"(256, 256, 3)",float32,True,0.0,0.9973445534706116,"(3, 256, 256)",True,True,True
200732328,P11,"(256, 256, 3)",float32,True,0.0,1.0,"(3, 256, 256)",True,True,True
200732328,P12,"(256, 256, 3)",float32,True,0.0,1.0,"(3, 256, 256)",True,True,True
200732328,P13,"(256, 256, 3)",float32,True,0.0,0.5961019992828369,"(3, 256, 256)",True,True,True
200732328,P14,"(256, 256, 3)",float32,True,0.0,0.7738258838653564,"(3, 256, 256)",True,True,True
200732328,P15,"(256, 256, 3)",float32,True,0.0,1.0,"(3, 256, 256)",True,True,True
200732328,P16,"(256, 256, 3)",float32,True,0.0,1.0,"(3, 256, 256)",True,True,True
200732328,P17,"(256, 256, 3)",float32,True,0.0,0.4534226655960083,"(3, 256, 256)",True,True,True
200732328,P18,"(256, 256, 3)",float32,True,0.0,0.5997702479362488,"(3, 256, 256)",True,True,True
200732328,P19,"(256, 256, 3)",float32,True,0.0,0.9985656142234802,"(3, 256, 256)",True,True,True
200732328,P20,"(256, 256, 3)",float32,True,0.0,0.9341533184051514,"(3, 256, 256)",True,True,True
