case_id,model,channel,orientation,position,seam_abs_first_difference,matched_local_reference_difference,seam_amplification_ratio,valid_pair_count
101588739,B2_proposed_lambda_0p50,M_sensitive,vertical,482,0.0137958824634552,0.0034191086888313293,4.034935334019982,1067
101588739,B2_proposed_lambda_0p50,M_sensitive,vertical,723,0.018899336457252502,0.0035758763551712036,5.285232087131944,990
101588739,B2_proposed_lambda_0p50,M_sensitive,horizontal,241,0.02017030119895935,0.003346174955368042,6.027868076824146,363
101588739,B2_proposed_lambda_0p50,M_sensitive,horizontal,482,0.023083694279193878,0.006296679377555847,3.666010748110881,872
101588739,B2_proposed_lambda_0p50,M_sensitive,horizontal,723,0.02078568935394287,0.0029899775981903076,6.951787652045179,739
101588739,B2_proposed_lambda_0p50,M_sensitive,horizontal,964,0.013055503368377686,0.003965161740779877,3.292552541001101,473
101588739,B2_proposed_lambda_0p50,H_sensitive,vertical,241,0.01206880807876587,0.001536726951599121,7.853580011955581,949
101588739,B2_proposed_lambda_0p50,H_sensitive,vertical,482,0.01873934268951416,0.0017823800444602966,10.51366274955954,1067
101588739,B2_proposed_lambda_0p50,H_sensitive,vertical,723,0.01162073016166687,0.0016820132732391357,6.908821909817297,990
101588739,B2_proposed_lambda_0p50,H_sensitive,horizontal,241,0.010455206036567688,0.0029334276914596558,3.564160133703886,363
101588739,B2_proposed_lambda_0p50,H_sensitive,horizontal,482,0.01183156669139862,0.00289887934923172,4.0814277732713755,872
101588739,B2_proposed_lambda_0p50,H_sensitive,horizontal,723,0.010141253471374512,0.0019394457340240479,5.228944171128751,739
101588739,B2_proposed_lambda_0p50,H_sensitive,horizontal,964,0.02314656972885132,0.0024439767003059387,9.470863497382341,473
101737098,B1_baseline,M_sensitive,vertical,241,0.03281901776790619,0.004822984337806702,6.804711660338138,899
101737098,B1_baseline,M_sensitive,vertical,482,0.015877455472946167,0.0035352855920791626,4.491138001418783,1067
101737098,B1_baseline,M_sensitive,vertical,723,0.02595493197441101,0.00363864004611969,7.133140854357569,893
101737098,B1_baseline,M_sensitive,horizontal,241,0.010839872062206268,0.0036771148443222046,2.947928612019305,731
101737098,B1_baseline,M_sensitive,horizontal,482,0.025806665420532227,0.007265321910381317,3.5520333077197046,847
101737098,B1_baseline,M_sensitive,horizontal,723,0.02653832733631134,0.005476415157318115,4.845930516425938,818
101737098,B1_baseline,M_sensitive,horizontal,964,0.016628220677375793,0.010681718587875366,1.5566990029763095,403
101737098,B1_baseline,H_sensitive,vertical,241,0.018968403339385986,0.002440124750137329,7.773538353129247,899
101737098,B1_baseline,H_sensitive,vertical,482,0.031660884618759155,0.0022384673357009888,14.144001165288556,1067
101737098,B1_baseline,H_sensitive,vertical,723,0.02655448019504547,0.002991124987602234,8.877756795931989,893
101737098,B1_baseline,H_sensitive,horizontal,241,0.059202104806900024,0.003999754786491394,14.801433575889531,731
101737098,B1_baseline,H_sensitive,horizontal,482,0.02724665403366089,0.004839517176151276,5.630035608159429,847
101737098,B1_baseline,H_sensitive,horizontal,723,0.02462603896856308,0.0043271929025650024,5.690996338128273,818
101737098,B1_baseline,H_sensitive,horizontal,964,0.03007298707962036,0.009203463792800903,3.2675727045154845,403
101737098,B2_proposed_lambda_0p50,M_sensitive,vertical,241,0.03189808130264282,0.004272907972335815,7.465192674800416,899
101737098,B2_proposed_lambda_0p50,M_sensitive,vertical,482,0.020283326506614685,0.0030289404094219208,6.6965089299294895,1067
101737098,B2_proposed_lambda_0p50,M_sensitive,vertical,723,0.009604454040527344,0.003068074584007263,3.130449985623347,893
101737098,B2_proposed_lambda_0p50,M_sensitive,horizontal,241,0.03156173229217529,0.002747267484664917,11.488408921542074,731
101737098,B2_proposed_lambda_0p50,M_sensitive,horizontal,482,0.01439058780670166,0.005392678081989288,2.668541972140977,847
101737098,B2_proposed_lambda_0p50,M_sensitive,horizontal,723,0.01907309889793396,0.003793269395828247,5.028142455129073,818
101737098,B2_proposed_lambda_0p50,M_sensitive,horizontal,964,0.019129157066345215,0.007483631372451782,2.556132993696882,403
101737098,B2_proposed_lambda_0p50,H_sensitive,vertical,241,0.013049393892288208,0.002002805471420288,6.51555733793691,899
101737098,B2_proposed_lambda_0p50,H_sensitive,vertical,482,0.014245584607124329,0.0014462321996688843,9.8501365137187,1067
101737098,B2_proposed_lambda_0p50,H_sensitive,vertical,723,0.01855313777923584,0.0014903098344802856,12.44918159803775,893
101737098,B2_proposed_lambda_0p50,H_sensitive,horizontal,241,0.02247866988182068,0.002374887466430664,9.465151587220186,731
101737098,B2_proposed_lambda_0p50,H_sensitive,horizontal,482,0.016931861639022827,0.002820245921611786,6.003682694217848,847
101737098,B2_proposed_lambda_0p50,H_sensitive,horizontal,723,0.010009035468101501,0.001958116888999939,5.111561786335347,818
101737098,B2_proposed_lambda_0p50,H_sensitive,horizontal,964,0.025188535451889038,0.00307542085647583,8.190272687609552,403
102400553,B1_baseline,M_sensitive,vertical,241,0.03572169691324234,0.007291354238986969,4.899185492502718,955
102400553,B1_baseline,M_sensitive,vertical,482,0.015259504318237305,0.004159837961196899,3.668292961627388,1077
102400553,B1_baseline,M_sensitive,vertical,723,0.023633427917957306,0.00588085874915123,4.018703546884128,956
102400553,B1_baseline,M_sensitive,horizontal,241,0.01253209263086319,0.004113316535949707,3.046712432240032,462
102400553,B1_baseline,M_sensitive,horizontal,482,0.030138760805130005,0.007748275995254517,3.8897376422444103,831
102400553,B1_baseline,M_sensitive,horizontal,723,0.013622615486383438,0.0058010034263134,2.348320537485432,764
102400553,B1_baseline,M_sensitive,horizontal,964,0.024811413139104843,0.007861264050006866,3.1561607622029957,324
102400553,B1_baseline,H_sensitive,vertical,241,0.02437080442905426,0.0036392658948898315,6.696626497277521,955
102400553,B1_baseline,H_sensitive,vertical,482,0.02034786343574524,0.0025331079959869385,8.032765859153441,1077
102400553,B1_baseline,H_sensitive,vertical,723,0.021570011973381042,0.004064187407493591,5.307336942263708,956
102400553,B1_baseline,H_sensitive,horizontal,241,0.03308414667844772,0.003567531704902649,9.273679789224703,462
102400553,B1_baseline,H_sensitive,horizontal,482,0.028621703386306763,0.0038775652647018433,7.381359545247062,831
102400553,B1_baseline,H_sensitive,horizontal,723,0.028061889111995697,0.003728821873664856,7.525671661244982,764
102400553,B1_baseline,H_sensitive,horizontal,964,0.042835533618927,0.006859175860881805,6.244997136897308,324
